tx_id,tx_size,tx_fee
24123,414,8252
24124,485,5221
24125,929,9700
24126,453,7813
24127,286,6109
24128,782,7812
24129,903,5090
24130,648,3539
24131,925,1191
24132,242,7122
24133,524,5171
24134,370,8825
24135,324,3655
24136,171,8466
24137,415,1182
24138,886,6726
24139,599,1625
24140,800,2670
24141,448,7711
24142,625,6842
24143,986,7410
24144,470,8449
24145,696,4494
24146,548,7193
24147,889,1802
24148,904,9150
24149,396,3082
24150,692,2574
24151,639,6725
24152,526,1351
24153,533,6858
24154,343,2520
24155,450,2789
24156,706,5588
24157,668,6945
24158,929,5714
24159,272,5395
24160,845,9229
24161,676,7013
24162,267,8565
24163,855,1914
24164,879,3496
24165,734,2590
24166,995,5418
24167,407,1261
24168,354,3609
24169,260,9509
24170,948,8449
24171,652,8266
24172,740,7429
24173,833,2512
24174,795,7696
24175,801,2922
24176,744,8081
24177,446,2610
24178,846,4218
24179,327,8309
24180,840,4665
24181,450,4394
24182,223,4087
24183,106,9296
24184,140,5685
24185,313,7959
24186,328,2386
24187,963,1612
24188,817,2538
24189,968,3890
24190,847,1745
24191,286,4909
24192,176,4918
24193,364,3216
24194,881,7915
24195,960,4976
24196,531,4541
24197,119,3013
24198,870,2468
24199,390,8394
24200,151,8122
24201,929,4279
24202,223,6214
24203,824,7716
24204,102,7094
24205,879,2226
24206,613,3542
24207,515,8520
24208,166,9538
24209,601,1496
24210,805,4061
24211,604,9658
24212,321,4309
24213,854,9335
24214,761,8421
24215,730,4787
24216,308,2930
24217,591,7500
24218,343,3574
24219,717,4475
24220,149,7545
24221,371,5474
24222,308,9188
24223,432,3566
24224,415,8116
24225,261,2216
24226,516,6303
24227,710,1755
24228,481,3751
24229,594,1490
24230,523,9109
24231,523,5943
24232,888,9626
24233,690,4432
24234,747,2565
24235,584,3850
24236,267,8024
24237,871,6780
24238,233,1272
24239,734,1138
24240,305,8279
24241,167,3810
24242,929,7595
24243,468,7544
24244,290,2916
24245,605,5171
24246,816,2804
24247,270,1023
24248,548,8598
24249,222,8404
24250,103,7679
24251,340,6518
24252,567,6533
24253,739,3477
24254,373,8542
24255,448,2474
24256,383,8199
24257,490,3117
24258,689,8404
24259,638,8111
24260,275,2130
24261,121,6880
24262,139,2513
24263,658,8946
24264,443,3556
24265,502,8158
24266,495,1147
24267,199,4575
24268,195,3243
24269,660,7617
24270,679,3191
24271,611,5402
24272,743,2018
24273,334,9259
24274,526,2073
24275,356,2993
24276,198,5908
24277,314,9621
24278,828,6795
24279,591,3435
24280,886,7430
24281,868,5819
24282,444,7155
24283,848,2470
24284,288,4139
24285,532,7408
24286,642,7366
24287,847,5260
24288,561,5405
24289,598,1731
24290,277,2495
24291,464,1889
24292,303,7954
24293,761,6045
24294,630,5641
24295,143,8113
24296,562,4621
24297,849,3107
24298,179,9934
24299,131,2568
24300,260,8626
24301,503,9957
24302,642,8684
24303,387,4960
24304,325,8314
24305,433,3578
24306,140,3731
24307,718,4614
24308,827,2068
24309,612,3133
24310,142,5257
24311,913,6021
24312,565,4515
24313,929,7413
24314,278,8678
24315,705,5069
24316,726,8296
24317,693,5614
24318,889,9474
24319,738,9824
24320,594,4590
24321,277,4876
24322,950,5288
24323,715,4933
24324,555,9891
24325,173,2200
24326,464,2421
24327,727,7927
24328,744,8927
24329,871,4744
24330,417,6370
24331,952,2349
24332,545,4416
24333,798,5117
24334,708,8069
24335,166,8997
24336,762,4866
24337,776,2032
24338,505,6118
24339,416,7725
24340,874,7573
24341,271,6086
24342,240,7602
24343,999,7033
24344,237,7792
24345,568,3128
24346,750,5860
24347,896,5834
24348,575,6013
24349,990,3664
24350,822,5721
24351,129,8162
24352,332,4742
24353,328,6452
24354,274,3826
24355,161,5902
24356,881,1217
24357,629,6864
24358,698,7619
24359,846,5387
24360,957,5683
24361,230,3032
24362,344,5437
24363,381,6626
24364,993,8953
24365,650,1062
24366,700,2083
24367,436,9588
24368,522,9793
24369,332,4322
24370,721,3669
24371,155,3669
24372,860,5832
24373,172,5506
24374,165,6571
24375,890,5759
24376,569,1941
24377,185,7156
24378,495,3897
24379,790,8931
24380,936,4988
24381,187,1376
24382,654,4816
24383,338,9788
24384,379,8739
24385,409,4267
24386,597,4126
24387,846,8633
24388,686,5753
24389,303,8207
24390,835,4806
24391,717,9400
24392,193,4013
24393,364,6707
24394,852,6952
24395,556,8199
24396,390,5821
24397,250,3108
24398,572,9761
24399,100,1274
24400,846,4793
24401,154,9749
24402,734,4688
24403,770,7485
24404,403,2914
24405,864,9784
24406,650,1174
24407,572,4728
24408,161,2760
24409,866,4968
24410,278,9016
24411,841,8185
24412,888,9306
24413,243,2398
24414,447,9612
24415,523,2890
24416,920,7937
24417,948,4852
24418,211,9750
24419,327,6070
24420,695,7111
24421,712,8835
24422,324,1404
24423,834,5671
24424,462,3970
24425,239,1309
24426,313,1464
24427,621,5174
24428,394,2227
24429,736,1268
24430,836,7473
24431,859,9411
24432,820,3159
24433,977,9245
24434,619,6722
24435,465,4189
24436,405,8430
24437,134,5998
24438,580,8451
24439,926,6424
24440,329,8926
24441,919,4978
24442,354,6676
24443,484,6918
24444,321,3991
24445,487,9067
24446,978,4141
24447,682,2810
24448,253,8467
24449,893,9092
24450,565,7362
24451,548,3388
24452,614,5890
24453,807,3538
24454,972,6891
24455,660,3034
24456,284,4021
24457,653,6426
24458,660,3319
24459,517,2718
24460,867,5780
24461,477,9362
24462,453,1845
24463,903,1830
24464,466,8547
24465,949,9875
24466,518,9090
24467,851,4053
24468,243,4132
24469,909,3195
24470,938,6140
24471,166,3510
24472,898,1621
24473,644,7239
24474,272,6545
24475,136,4748
24476,662,8655
24477,829,5156
24478,465,6170
24479,580,7518
24480,952,7965
24481,850,9708
24482,392,7078
24483,341,2454
24484,708,1561
24485,316,2547
24486,498,8751
24487,257,7551
24488,923,9079
24489,229,5044
24490,111,9084
24491,588,8540
24492,647,2535
24493,542,3563
24494,497,9886
24495,356,3651
24496,390,8643
24497,760,9072
24498,753,3452
24499,885,1763
24500,451,6723
24501,136,5625
24502,644,4477
24503,313,7904
24504,213,1050
24505,125,8313
24506,764,8535
24507,973,2442
24508,115,4893
24509,406,1578
24510,623,2436
24511,227,7508
24512,232,9501
24513,851,7356
24514,970,4581
24515,821,6600
24516,279,2662
24517,410,2287
24518,903,5216
24519,181,2326
24520,861,9417
24521,878,1719
24522,162,4615
24523,794,6138
24524,290,5206
24525,210,2903
24526,585,1398
24527,427,8529
24528,238,5885
24529,467,4272
24530,954,7894
24531,267,8748
24532,167,1116
24533,917,9016
24534,160,7755
24535,828,6861
24536,653,2226
24537,908,4032
24538,650,2802
24539,300,3101
24540,874,2925
24541,315,8676
24542,832,2641
24543,860,6427
24544,890,8829
24545,177,3033
24546,169,4604
24547,761,3671
24548,583,7107
24549,375,1514
24550,405,2293
24551,728,9252
24552,439,4568
24553,818,8926
24554,370,2018
24555,954,9102
24556,273,9444
24557,893,5827
24558,255,1742
24559,753,1991
24560,255,5836
24561,748,6958
24562,728,4861
24563,985,4195
24564,491,3970
24565,253,4649
24566,717,1898
24567,647,2208
24568,883,6750
24569,366,9616
24570,672,6208
24571,613,9758
24572,459,7664
24573,987,8580
24574,615,7918
24575,620,5539
24576,697,5993
24577,791,5026
24578,307,3659
24579,112,5380
24580,697,5886
24581,316,4488
24582,760,6048
24583,180,7878
24584,704,7420
24585,983,6063
24586,153,9107
24587,829,4125
24588,238,2584
24589,647,7730
24590,924,3629
24591,583,9380
24592,130,6803
24593,969,4147
24594,471,3361
24595,805,5713
24596,290,2219
24597,466,8586
24598,458,8017
24599,115,6534
24600,584,7676
24601,820,5671
24602,934,4134
24603,151,3236
24604,725,4441
24605,355,5865
24606,945,3704
24607,367,1120
24608,218,1436
24609,990,7527
24610,575,4549
24611,884,6224
24612,379,2876
24613,171,2649
24614,118,5700
24615,962,9068
24616,906,9556
24617,882,2166
24618,488,3944
24619,182,8500
24620,221,6709
24621,934,9776
24622,857,2055
24623,523,2054
24624,945,5765
24625,162,4418
24626,382,6825
24627,315,7105
24628,499,3853
24629,285,5395
24630,468,4358
24631,346,5059
24632,751,9773
24633,331,3010
24634,710,2338
24635,998,6773
24636,427,6388
24637,239,9425
24638,870,4570
24639,296,2270
24640,791,3308
24641,437,9208
24642,695,2287
24643,583,7801
24644,396,2072
24645,901,4959
24646,184,3715
24647,581,6859
24648,730,6809
24649,501,7670
24650,165,6274
24651,992,3233
24652,925,6048
24653,830,3916
24654,979,3806
24655,748,6913
24656,324,5107
24657,325,3197
24658,614,2815
24659,257,5822
24660,252,6012
24661,829,4780
24662,966,1432
24663,722,1775
24664,588,3455
24665,793,9191
24666,850,8161
24667,905,4488
24668,645,7352
24669,271,9479
24670,683,1411
24671,630,5418
24672,586,6870
24673,559,2016
24674,945,4636
24675,434,1580
24676,462,9424
24677,411,7624
24678,798,8083
24679,735,2970
24680,408,8807
24681,243,6531
24682,960,2292
24683,744,9871
24684,178,5132
24685,762,1424
24686,551,9786
24687,884,8201
24688,898,6211
24689,956,6358
24690,268,3116
24691,950,3275
24692,487,8018
24693,878,5894
24694,678,8039
24695,985,1824
24696,258,6561
24697,623,4577
24698,512,9104
24699,842,5527
24700,159,2317
24701,332,2952
24702,953,1478
24703,973,5162
24704,630,4580
24705,984,4092
24706,846,6823
24707,883,3931
24708,656,1427
24709,767,5277
24710,636,8863
24711,503,7903
24712,996,5265
24713,568,3587
24714,980,4919
24715,718,9986
24716,899,8630
24717,772,7329
24718,793,5444
24719,305,7229
24720,482,2659
24721,947,6954
24722,814,9471
24723,984,4893
24724,333,8665
24725,946,8087
24726,935,2876
24727,537,4660
24728,639,3196
24729,267,3524
24730,816,5613
24731,855,1461
24732,955,3323
24733,807,5998
24734,397,5080
24735,615,9189
24736,157,2382
24737,830,2018
24738,931,9181
24739,420,7653
24740,825,2907
24741,788,2593
24742,467,6896
24743,173,4922
24744,198,3938
24745,297,9938
24746,874,8835
24747,632,6064
24748,854,2708
24749,454,2506
24750,756,5086
24751,593,1996
24752,275,9372
24753,631,6269
24754,155,8179
24755,108,8406
24756,852,8034
24757,769,8679
24758,283,3206
24759,370,7482
24760,606,7923
24761,780,1694
24762,210,3568
24763,590,8949
24764,320,9131
24765,369,3888
24766,872,4828
24767,359,3114
24768,566,9004
24769,240,3778
24770,567,3509
24771,815,9314
24772,241,4955
24773,164,6961
24774,988,4441
24775,633,3454
24776,595,8239
24777,754,3095
24778,349,6879
24779,267,5026
24780,509,1747
24781,415,9740
24782,898,6668
24783,258,8256
24784,772,5939
24785,411,4001
24786,181,7950
24787,723,8861
24788,691,5084
24789,301,8381
24790,366,4110
24791,491,6516
24792,929,8033
24793,468,7080
24794,441,6293
24795,545,9296
24796,799,7106
24797,629,9546
24798,545,8952
24799,252,3022
24800,352,3208
24801,829,1660
24802,222,2476
24803,801,1597
24804,899,1854
24805,435,2209
24806,515,6208
24807,383,2450
24808,349,8756
24809,467,4402
24810,513,6275
24811,933,1431
24812,529,3202
24813,594,5156
24814,219,6317
24815,329,8011
24816,707,4708
24817,935,6951
24818,637,6469
24819,893,2309
24820,803,1408
24821,330,9162
24822,377,9374
24823,830,6926
24824,673,5895
24825,623,1764
24826,460,2522
24827,198,5125
24828,100,9384
24829,430,1288
24830,193,2417
24831,856,9771
24832,382,5721
24833,397,8668
24834,922,3729
24835,719,8537
24836,609,5815
24837,736,5559
24838,512,5563
24839,118,8473
24840,815,7050
24841,276,3122
24842,452,5514
24843,390,3713
24844,218,2541
24845,517,9219
24846,289,6067
24847,499,3620
24848,741,1923
24849,457,1870
24850,881,7618
24851,212,4869
24852,473,5514
24853,282,5689
24854,261,5106
24855,926,2407
24856,344,5549
24857,510,4214
24858,415,5586
24859,960,4817
24860,279,8493
24861,976,3002
24862,641,5622
24863,701,1987
24864,873,7041
24865,641,9473
24866,955,7521
24867,352,7049
24868,454,2332
24869,363,3635
24870,500,6580
24871,430,9264
24872,830,1257
24873,194,9512
24874,236,7411
24875,565,2703
24876,599,2958
24877,698,3518
24878,359,1805
24879,701,7627
24880,155,5741
24881,207,2924
24882,809,5354
24883,515,1087
24884,623,6079
24885,835,3107
24886,855,1247
24887,129,9607
24888,420,9096
24889,725,1846
24890,585,4060
24891,316,2538
24892,819,9325
24893,298,3579
24894,967,4096
24895,170,1604
24896,832,1661
24897,213,6581
24898,401,4444
24899,844,7618
24900,373,6965
24901,335,2632
24902,253,5491
24903,847,4047
24904,367,7331
24905,704,4204
24906,458,4491
24907,852,7156
24908,774,4172
24909,844,8685
24910,174,2366
24911,384,7563
24912,355,2632
24913,772,2819
24914,728,5391
24915,272,7850
24916,366,2864
24917,1000,9824
24918,922,7267
24919,266,8065
24920,140,7126
24921,486,8894
24922,808,7110
24923,947,1557
24924,536,3506
24925,254,6809
24926,884,6540
24927,914,1804
24928,775,6908
24929,125,1201
24930,766,8973
24931,711,4337
24932,361,6759
24933,349,9448
24934,869,1158
24935,974,1812
24936,673,3476
24937,646,6485
24938,264,9091
24939,427,9747
24940,301,4798
24941,113,5352
24942,778,4508
24943,438,5122
24944,712,1381
24945,250,6628
24946,647,1913
24947,733,3158
24948,351,2087
24949,684,7275
24950,683,5083
24951,915,1229
24952,687,1587
24953,438,8011
24954,255,9585
24955,848,4169
24956,931,5221
24957,823,3515
24958,188,5588
24959,744,4424
24960,799,4902
24961,191,7687
24962,324,4287
24963,542,4962
24964,384,3645
24965,837,3561
24966,758,1265
24967,213,5164
24968,124,4706
24969,625,8288
24970,596,8699
24971,423,3878
24972,561,6334
24973,930,6771
24974,658,7859
24975,575,8794
24976,856,5838
24977,248,8444
24978,883,9469
24979,771,9327
24980,825,2293
24981,686,9279
24982,755,2071
24983,933,2552
24984,418,3677
24985,368,8450
24986,824,5622
24987,885,5088
24988,128,9521
24989,971,9897
24990,195,6078
24991,376,9616
24992,530,3077
24993,300,6025
24994,836,9614
24995,307,5462
24996,140,2400
24997,299,3681
24998,629,2597
24999,940,8632
25000,210,8607
25001,754,8865
25002,508,4322
25003,859,7973
25004,596,5552
25005,295,1380
25006,742,9105
25007,619,4685
25008,730,8135
25009,946,1550
25010,973,7411
25011,999,7031
25012,583,4250
25013,241,3134
25014,381,3640
25015,266,4732
25016,842,6731
25017,467,8112
25018,404,8010
25019,301,5758
25020,162,3527
25021,870,9113
25022,858,2821
25023,581,3218
25024,211,4747
25025,573,5411
25026,328,6727
25027,387,3534
25028,911,1705
25029,491,7756
25030,537,6682
25031,287,3798
25032,243,4970
25033,843,4532
25034,593,2299
25035,449,8078
25036,704,8431
25037,291,8802
25038,810,1547
25039,127,7662
25040,419,8519
25041,539,3025
25042,400,3236
25043,144,8147
25044,381,9143
25045,338,2867
25046,746,3600
25047,435,3784
25048,273,6138
25049,873,4488
25050,109,5222
25051,221,9842
25052,947,8382
25053,727,7655
25054,537,6499
25055,653,7124
25056,293,9426
25057,572,3203
25058,370,4688
25059,605,2631
25060,173,8237
25061,873,2270
25062,750,2462
25063,297,9006
25064,269,1860
25065,207,2862
25066,498,1401
25067,141,6372
25068,783,1938
25069,997,3515
25070,755,8392
25071,599,5635
25072,759,3309
25073,981,9368
25074,634,6088
25075,285,8288
25076,642,2212
25077,593,1105
25078,530,3747
25079,384,2567
25080,658,4926
25081,169,9334
25082,575,1191
25083,730,3577
25084,774,6056
25085,727,6119
25086,957,2507
25087,987,2592
25088,466,1749
25089,578,3895
25090,604,6392
25091,715,2983
25092,767,5393
25093,113,6109
25094,869,9006
25095,117,9653
25096,199,4770
25097,182,9814
25098,287,5238
25099,514,4462
25100,853,1006
25101,963,3428
25102,701,8935
25103,873,9317
25104,941,5866
25105,617,4668
25106,693,9978
25107,915,6980
25108,643,8222
25109,477,9222
25110,369,8028
25111,200,6238
25112,640,6429
25113,337,2894
25114,335,5218
25115,178,8926
25116,117,5517
25117,933,1714
25118,971,5789
25119,952,1515
25120,334,5865
25121,789,3703
25122,269,1988
25123,185,7168
25124,123,6008
25125,158,7688
25126,329,3818
25127,782,9358
25128,339,7399
25129,917,3745
25130,263,7038
25131,356,2102
25132,822,2456
25133,149,1888
25134,386,9524
25135,646,9047
25136,441,8034
25137,555,6849
25138,245,4609
25139,999,5569
25140,478,7652
25141,597,1940
25142,950,5137
25143,811,1968
25144,127,6717
25145,116,6225
25146,547,1686
25147,108,9693
25148,334,2668
25149,980,1919
25150,287,5096
25151,481,3640
25152,503,8388
25153,349,1284
25154,580,1972
25155,201,9124
25156,324,8523
25157,138,8170
25158,308,1471
25159,520,5233
25160,991,1736
25161,183,1466
25162,987,7882
25163,738,4315
25164,401,8300
25165,739,4652
25166,872,6261
25167,393,9654
25168,647,9807
25169,168,9935
25170,798,4462
25171,969,1737
25172,255,6827
25173,553,6826
25174,677,1296
25175,302,8380
25176,372,9131
25177,899,6583
25178,853,4006
25179,684,7556
25180,211,6889
25181,679,9603
25182,937,2455
25183,175,6118
25184,251,3381
25185,557,9137
25186,690,1752
25187,920,4908
25188,925,5127
25189,964,7066
25190,350,3767
25191,156,1750
25192,945,7720
25193,876,2046
25194,570,2586
25195,636,6172
25196,740,5242
25197,937,5845
25198,677,6777
25199,527,1895
25200,846,7022
25201,909,4493
25202,848,8643
25203,609,2164
25204,341,8713
25205,584,1750
25206,888,7140
25207,198,3328
25208,188,6935
25209,493,5640
25210,274,4573
25211,430,7529
25212,790,6064
25213,127,7181
25214,805,2805
25215,898,3837
25216,686,7085
25217,978,8166
25218,880,7549
25219,286,4054
25220,493,8920
25221,305,4701
25222,164,5666
25223,750,9081
25224,909,6147
25225,932,2484
25226,781,2334
25227,910,9016
25228,966,4326
25229,104,6755
25230,205,8743
25231,359,6866
25232,176,1775
25233,449,7844
25234,577,9815
25235,843,4417
25236,830,2048
25237,863,6466
25238,121,7557
25239,367,4482
25240,552,4949
25241,769,3545
25242,716,3496
25243,331,2509
25244,786,3139
25245,959,7729
25246,190,8957
25247,867,7153
25248,626,9377
25249,240,6042
25250,149,1614
25251,599,1325
25252,127,6092
25253,659,2627
25254,974,5038
25255,671,3405
25256,256,4363
25257,648,8961
25258,401,8843
25259,515,1790
25260,388,7413
25261,687,7045
25262,427,6889
25263,568,2403
25264,963,4635
25265,886,6496
25266,891,8007
25267,145,6612
25268,172,4071
25269,284,1882
25270,693,4574
25271,622,6520
25272,933,4678
25273,194,8682
25274,538,3683
25275,193,2648
25276,215,3008
25277,139,7886
25278,540,2484
25279,362,4083
25280,525,7569
25281,638,5843
25282,324,8328
25283,696,1734
25284,164,4280
25285,506,8430
25286,101,4745
25287,156,4054
25288,529,6436
25289,485,6404
25290,257,3708
25291,845,2677
25292,608,9396
25293,247,5039
25294,212,4131
25295,154,5938
25296,371,4832
25297,268,6460
25298,329,5462
25299,975,2611
25300,436,1645
25301,211,8935
25302,922,4098
25303,483,3673
25304,455,1086
25305,706,3494
25306,910,9819
25307,303,9168
25308,958,8271
25309,164,5529
25310,607,9474
25311,660,5865
25312,220,2950
25313,538,9920
25314,658,2652
25315,357,3389
25316,785,7688
25317,531,4480
25318,496,8697
25319,482,7075
25320,156,3369
25321,549,8211
25322,782,5130
25323,931,4578
25324,426,8585
25325,229,8620
25326,357,1566
25327,204,4425
25328,371,3944
25329,393,8240
25330,850,7507
25331,140,6602
25332,603,6039
25333,463,5697
25334,594,5687
25335,897,3884
25336,726,6002
25337,707,2424
25338,694,6144
25339,413,1868
25340,193,8959
25341,200,4925
25342,203,9018
25343,854,5041
25344,592,4981
25345,347,5911
25346,637,6188
25347,488,3087
25348,1000,8842
25349,459,5117
25350,925,2699
25351,156,9434
25352,465,5338
25353,558,3717
25354,524,1673
25355,688,3105
25356,659,3755
25357,230,6004
25358,504,6888
25359,288,1258
25360,667,2632
25361,799,6725
25362,156,3759
25363,966,7876
25364,917,2151
25365,587,6543
25366,602,7798
25367,209,8316
25368,126,9521
25369,606,3070
25370,529,2217
25371,165,5855
25372,242,4962
25373,639,7117
25374,594,7161
25375,958,3913
25376,123,6246
25377,859,9553
25378,661,6049
25379,852,8832
25380,477,4777
25381,316,5098
25382,562,2646
25383,197,4077
25384,599,1517
25385,621,5273
25386,366,7804
25387,530,3198
25388,316,2613
25389,708,3053
25390,669,2441
25391,567,5137
25392,280,8264
25393,759,2146
25394,349,4409
25395,221,1986
25396,528,2598
25397,609,8944
25398,787,1602
25399,395,5057
25400,995,8825
25401,159,9327
25402,703,7533
25403,722,5421
25404,517,2922
25405,568,4031
25406,178,7762
25407,234,6324
25408,833,9764
25409,567,9205
25410,978,2331
25411,279,7071
25412,342,1153
25413,958,5685
25414,102,3931
25415,676,7853
25416,989,5697
25417,273,7500
25418,143,9985
25419,271,5404
25420,193,4010
25421,286,2872
25422,390,9597
25423,890,2552
25424,609,7886
25425,176,2164
25426,314,1428
25427,379,8880
25428,595,5863
25429,807,6843
25430,618,8216
25431,544,9422
25432,898,6218
25433,132,3394
25434,712,9747
25435,730,7109
25436,338,2608
25437,521,1516
25438,335,3967
25439,646,4786
25440,989,4422
25441,956,5813
25442,563,7097
25443,583,2927
25444,779,5552
25445,220,5870
25446,125,3476
25447,448,1283
25448,365,8124
25449,792,8599
25450,872,1223
25451,598,5815
25452,360,1686
25453,890,9687
25454,505,3366
25455,432,6652
25456,350,4140
25457,258,9657
25458,421,8058
25459,913,9812
25460,575,8133
25461,214,1684
25462,189,2377
25463,793,6745
25464,205,8288
25465,730,3937
25466,350,3229
25467,457,9157
25468,845,6997
25469,443,3843
25470,995,6945
25471,932,9822
25472,205,2699
25473,334,3542
25474,714,3438
25475,195,9481
25476,519,6715
25477,600,3250
25478,639,6267
25479,568,9879
25480,684,2138
25481,317,3158
25482,903,9137
25483,729,3453
25484,270,7742
25485,917,8444
25486,186,4922
25487,447,3558
25488,302,4494
25489,910,5760
25490,657,2900
25491,322,9030
25492,590,8986
25493,876,2734
25494,610,7118
25495,655,6231
25496,229,2304
25497,493,3461
25498,304,5202
25499,850,9151
25500,242,8849
25501,488,3183
25502,855,8032
25503,257,6816
25504,602,1141
25505,543,5403
25506,745,3182
25507,423,7079
25508,983,5536
25509,969,7058
25510,897,7799
25511,590,5407
25512,546,4158
25513,917,4646
25514,489,5027
25515,338,2451
25516,135,2195
25517,532,3109
25518,150,4235
25519,207,1096
25520,681,8400
25521,366,8263
25522,480,1465
25523,439,6166
25524,928,8928
25525,927,2417
25526,666,3814
25527,609,2800
25528,464,9853
25529,416,2048
25530,501,3271
25531,399,8738
25532,185,4624
25533,226,9560
25534,993,3687
25535,215,1357
25536,995,2256
25537,742,4381
25538,269,7913
25539,707,9377
25540,342,9642
25541,884,8992
25542,580,3613
25543,515,4931
25544,995,7620
25545,717,5911
25546,154,3887
25547,948,3919
25548,118,9470
25549,514,6116
25550,447,1773
25551,737,5607
25552,690,5557
25553,106,4639
25554,466,9944
25555,487,6766
25556,625,9497
25557,973,4305
25558,612,1743
25559,806,3863
25560,905,5869
25561,779,2392
25562,187,6390
25563,278,1053
25564,213,6829
25565,132,4520
25566,737,6419
25567,712,9606
25568,518,7909
25569,924,6092
25570,966,3061
25571,974,3189
25572,410,4310
25573,705,7809
25574,899,9919
25575,423,7813
25576,541,4789
25577,292,2966
25578,249,8229
25579,129,4444
25580,909,2263
25581,971,9224
25582,549,8051
25583,134,8427
25584,302,2179
25585,589,1789
25586,492,2894
25587,618,3351
25588,362,6601
25589,954,3449
25590,420,7219
25591,902,5284
25592,583,1708
25593,109,4271
25594,945,7383
25595,989,4825
25596,984,8206
25597,598,1831
25598,802,4460
25599,938,5476
25600,175,6316
25601,585,3025
25602,510,6058
25603,997,5680
25604,741,2640
25605,463,2561
25606,187,9252
25607,225,7745
25608,123,8760
25609,110,6400
25610,347,4860
25611,654,2690
25612,257,1568
25613,742,3327
25614,226,2560
25615,331,3153
25616,394,7879
25617,321,1199
25618,691,4958
25619,871,3017
25620,767,4023
25621,197,3410
25622,239,8935
25623,906,5508
25624,120,7430
25625,938,6874
25626,441,2511
25627,764,4169
25628,697,4242
25629,634,9433
25630,482,5524
25631,940,5105
25632,957,7294
25633,344,4932
25634,905,7414
25635,378,4179
25636,741,3396
25637,639,5733
25638,593,1545
25639,823,9085
25640,207,7313
25641,934,5198
25642,341,8498
25643,628,6225
25644,103,7187
25645,325,7668
25646,289,1099
25647,120,9712
25648,643,2544
25649,901,6403
25650,629,2589
25651,571,9231
25652,123,6158
25653,312,7541
25654,235,8956
25655,254,5028
25656,783,1257
25657,129,2283
25658,489,2107
25659,913,3028
25660,216,1404
25661,619,5616
25662,360,7070
25663,329,2805
25664,897,4528
25665,617,4684
25666,842,2076
25667,670,1560
25668,772,6855
25669,681,2675
25670,183,1678
25671,747,9691
25672,843,4286
25673,582,2579
25674,718,4799
25675,979,5765
25676,138,3177
25677,336,9048
25678,526,8990
25679,254,5017
25680,665,3756
25681,686,4061
25682,105,5992
25683,473,1625
25684,930,8393
25685,448,6360
25686,711,1277
25687,472,4531
25688,459,4100
25689,920,5952
25690,210,8763
25691,746,7827
25692,283,2874
25693,564,8379
25694,756,4950
25695,101,7611
25696,295,3826
25697,732,7284
25698,353,5106
25699,687,3581
25700,984,6236
25701,550,9595
25702,313,8565
25703,487,3480
25704,959,9361
25705,163,8433
25706,722,4365
25707,843,2474
25708,984,2629
25709,995,6055
25710,162,2554
25711,401,3400
25712,887,4528
25713,637,7960
25714,280,4088
25715,396,2767
25716,911,8855
25717,105,4506
25718,373,7016
25719,816,1204
25720,865,2957
25721,271,2126
25722,706,3175
25723,961,3148
25724,869,1510
25725,963,5189
25726,623,4121
25727,789,2675
25728,366,6310
25729,732,4889
25730,176,5661
25731,896,7414
25732,266,1385
25733,307,1796
25734,115,3604
25735,647,3638
25736,578,2016
25737,870,2865
25738,883,5660
25739,745,2229
25740,372,5812
25741,110,5962
25742,535,2135
25743,286,2970
25744,618,5972
25745,924,6633
25746,923,2209
25747,399,6220
25748,767,5284
25749,241,6425
25750,770,3273
25751,498,8208
25752,550,4265
25753,238,8647
25754,969,4467
25755,296,9084
25756,177,7176
25757,198,9072
25758,462,9357
25759,119,7863
25760,530,9635
25761,711,4912
25762,647,3961
25763,184,9141
25764,444,9599
25765,240,2543
25766,869,5673
25767,476,2256
25768,612,5665
25769,384,2205
25770,311,9616
25771,100,8844
25772,570,4404
25773,700,2987
25774,877,3986
25775,940,9451
25776,264,6575
25777,586,1563
25778,638,8476
25779,478,1580
25780,215,5676
25781,960,2676
25782,357,5728
25783,827,1246
25784,731,8132
25785,692,6450
25786,775,2278
25787,257,8266
25788,128,4933
25789,134,9421
25790,844,8935
25791,212,6337
25792,407,9725
25793,495,6081
25794,697,9559
25795,388,6145
25796,153,9653
25797,397,4868
25798,708,9799
25799,390,8158
25800,234,3253
25801,477,5025
25802,464,2427
25803,797,7640
25804,450,6787
25805,764,6253
25806,471,4737
25807,297,8692
25808,314,8304
25809,566,8310
25810,805,9707
25811,104,5183
25812,292,2395
25813,138,2476
25814,660,8131
25815,504,7445
25816,524,8547
25817,837,2205
25818,366,4322
25819,971,9908
25820,576,9340
25821,718,9147
25822,160,9792
25823,116,3969
25824,870,2258
25825,539,6720
25826,544,2089
25827,817,7113
25828,263,1439
25829,127,7015
25830,767,5016
25831,751,3308
25832,824,7610
25833,173,3793
25834,978,8910
25835,963,2065
25836,888,3243
25837,361,6499
25838,752,4528
25839,834,3875
25840,728,8982
25841,448,7988
25842,831,4295
25843,322,3745
25844,482,9437
25845,104,8801
25846,371,7559
25847,370,8306
25848,643,7822
25849,955,8461
25850,503,9819
25851,502,5212
25852,751,6483
25853,362,1344
25854,804,2156
25855,913,8885
25856,844,5734
25857,823,9131
25858,706,7829
25859,970,2325
25860,944,9417
25861,683,2369
25862,446,2008
25863,919,6757
25864,271,4577
25865,824,3349
25866,641,4768
25867,131,1622
25868,342,5042
25869,843,5224
